,description,boot_space
71,"The Honda Civic has a length of 4551 mm, a height of 1408 mm, a width of 1802 mm without the exterior mirrors and a measurement of 2046 millimeters with the mirrors unfolded. Motorization: petrol hybrid. Because of its exterior size, we classify the Honda Civic in the category of family cars. This model from the year 2023 is 33 mm longer, has the same width and 26 mm lower compared to the dimensions of the 2017 Honda Civic.Do you like the trend of larger cars? 👍 👎",Boot space: 410 liters.
72,"The Toyota Prius has a length of 4599 mm, a height of 1430 mm and a width of 1782 mm without the exterior mirrors. Motorization: petrol plug-in hybrid. Because of its exterior size, we classify the Toyota Prius in the category of family cars. This model from the year 2023 is 46 mm shorter, 22 mm wider and 40 mm lower compared to the dimensions of the 2017 Toyota Prius Plug-in Hybrid.Do you like the trend of larger cars? 👍 👎",Boot space: 284 liters.
73,"The Citroen C4 X has a length of 4600 mm, a height of 1525 mm, a width of 1800 mm without the exterior mirrors and a measurement of 2032 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model is called ë-C4 X. Because of its exterior size, we classify the Citroen C4 X in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 510 liters.
74,"The Kia ProCeed has a length of 4605 mm, a height of 1442 mm, a width of 1800 mm without the exterior mirrors and a measurement of 2055 millimeters with the mirrors unfolded. Motorization: petrol. Because of its exterior size, we classify the Kia ProCeed in the category of family cars. This model from the year 2022 is the same size compared to the dimensions of the 2019 Kia ProCeed.Do you like the trend of larger cars? 👍 👎",Boot space: 594 liters.
75,"The Polestar 2- has a length of 4606 mm, a height of 1479 mm, a width of 1859 mm without the exterior mirrors and a measurement of 1985 millimeters with the mirrors unfolded. Motorization: electric. Because of its exterior size, we classify the Polestar 2- in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 440 liters.
76,"The Toyota Corolla Sedan has a length of 4630 mm, a height of 1435 mm and a width of 1780 mm without the exterior mirrors. Motorization: petrol hybrid. Because of its exterior size, we classify the Toyota Corolla Sedan in the category of family cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 Toyota Corolla Sedan.Do you like the trend of larger cars? 👍 👎",Boot space: 471 liters.
77,"The Alfa-Romeo Giulia has a length of 4643 mm, a height of 1436 mm, a width of 1860 mm without the exterior mirrors and a measurement of 2024 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its exterior size, we classify the Alfa-Romeo Giulia in the category of family cars. This model from the year 2023 is the same size compared to the dimensions of the 2020 Alfa-Romeo Giulia.Do you like the trend of larger cars? 👍 👎",Boot space: 480 liters.
78,"The Mazda 3 Sedan has a length of 4660 mm, a height of 1440 mm and a width of 1795 mm without the exterior mirrors. Motorization: petrol mild hybrid. Because of its exterior size, we classify the Mazda 3 Sedan in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 450 liters.
79,"The Jaguar XE has a length of 4678 mm, a height of 1416 mm, a width of 1850 mm without the exterior mirrors and a measurement of 2075 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its exterior size, we classify the Jaguar XE in the category of family cars. This model from the year 2019 is the same size compared to the dimensions of the 2015 Jaguar XE.Do you like the trend of larger cars? 👍 👎",Boot space: 291 liters.
80,"The Kia EV6 has a length of 4680 mm, a height of 1550 mm and a width of 1880 mm without the exterior mirrors. Motorization: electric. Because of its exterior size, we classify the Kia EV6 in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 572 liters.
81,"The Peugeot 408 has a length of 4687 mm, a height of 1478 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2062 millimeters with the mirrors unfolded. Motorization: petrol and  petrol plug-in hybrid. The plug-in hybrid model is called 408 Hybrid and has a boot space of 471* liters. Because of its exterior size, we classify the Peugeot 408 in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 471* - 536 liters.
82,"The Mercedes-Benz CLA Coupé has a length of 4688 mm, a height of 1439 mm, a width of 1830 mm without the exterior mirrors and a measurement of 1999 millimeters with the mirrors unfolded. Motorization: diesel,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called CLA Coupé e and has a boot space of 390* liters. Because of its exterior size, we classify the Mercedes-Benz CLA Coupé in the category of family cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 Mercedes-Benz CLA Coupé.Do you like the trend of larger cars? 👍 👎",Boot space: 390* - 460 liters.
83,"The Skoda Octavia has a length of 4689 mm, a height of 1470 mm, a width of 1829 mm without the exterior mirrors and a measurement of 2003 millimeters with the mirrors unfolded. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model is called Octavia eTEC. The plug-in hybrid model is called Octavia iV and has a boot space of 450* liters. Because of its exterior size, we classify the Skoda Octavia in the category of family cars. This model from the year 2020 is 19 mm longer, 15 mm wider and 9 mm higher compared to the dimensions of the 2017 Skoda Octavia.Do you like the trend of larger cars? 👍 👎",Boot space: 450* - 600 liters.
84,"The Tesla Model 3 has a length of 4694 mm, a height of 1443 mm, a width of 1850 mm without the exterior mirrors and a measurement of 2089 millimeters with the mirrors unfolded. Motorization: electric. Because of its exterior size, we classify the Tesla Model 3 in the category of family cars.Do you like the trend of larger cars? 👍 👎",Boot space: 542 liters.
85,"The Audi A5 Coupe has a length of 4697 mm, a height of 1371 mm, a width of 1846 mm without the exterior mirrors and a measurement of 2029 millimeters with the mirrors unfolded. Motorization: diesel and  petrol mild hybrid. Because of its exterior size, we classify the Audi A5 Coupe in the category of family cars. This model from the year 2020 is 24 mm longer, has the same width and has the same height compared to the dimensions of the 2016 Audi A5 Coupe.Do you like the trend of larger cars? 👍 👎",Boot space: 450 liters.
86,"The BMW 3 has a length of 4713 mm, a height of 1440 mm, a width of 1827 mm without the exterior mirrors and a measurement of 2068 millimeters with the mirrors unfolded. Motorization: petrol,  diesel mild hybrid,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model has a boot space of 375* liters. Because of its exterior size, we classify the BMW 3 in the category of executive cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 BMW 3.Do you like the trend of larger cars? 👍 👎",Boot space: 375* - 480 liters.
87,"The Peugeot 508 has a length of 4750 mm, a height of 1403 mm, a width of 1859 mm without the exterior mirrors and a measurement of 2079 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model is called 508 Hybrid and has a boot space of 487 liters. Because of its exterior size, we classify the Peugeot 508 in the category of executive cars. This model from the year 2019  stands out for being 80 mm shorter compared to the dimensions of the 2015 Peugeot 508.Do you like the trend of larger cars? 👍 👎",Boot space: 487 liters.
88,"The Mercedes-Benz C has a length of 4751 mm, a height of 1438 mm, a width of 1820 mm without the exterior mirrors and a measurement of 2033 millimeters with the mirrors unfolded. Motorization: diesel mild hybrid,  petrol mild hybrid,  diesel plug-in hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called C de, C e and has a boot space of 300* liters. Because of its exterior size, we classify the Mercedes-Benz C in the category of executive cars. This model from the year 2021  stands out for being 65 mm longer compared to the dimensions of the 2018 Mercedes-Benz C.Do you like the new generation size change? 👍 👎",Boot space: 300* - 455 liters.
89,"The Volvo S60 has a length of 4761 mm, a height of 1437 mm, a width of 1850 mm without the exterior mirrors and a measurement of 2040 millimeters with the mirrors unfolded. Motorization: petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called S60 Recharge and has a boot space of 390* liters. Because of its exterior size, we classify the Volvo S60 in the category of executive cars. This model from the year 2019  stands out for being 133 mm longer compared to the dimensions of the 2013 Volvo S60.Do you like the new generation size change? 👍 👎",Boot space: 390* - 442 liters.
90,"The Audi A4 has a length of 4762 mm, a height of 1427 mm, a width of 1847 mm without the exterior mirrors and a measurement of 2022 millimeters with the mirrors unfolded. Motorization: diesel and  petrol mild hybrid. Because of its exterior size, we classify the Audi A4 in the category of executive cars. This model from the year 2020 is 36 mm longer, 5 mm wider and has the same height compared to the dimensions of the 2016 Audi A4.Do you like the trend of larger cars? 👍 👎",Boot space: 460 liters.
91,"The BMW 4 Coupe has a length of 4768 mm, a height of 1383 mm, a width of 1852 mm without the exterior mirrors and a measurement of 2081 millimeters with the mirrors unfolded. Motorization: petrol,  diesel mild hybrid and  petrol mild hybrid. Because of its exterior size, we classify the BMW 4 Coupe in the category of executive cars. This model from the year 2020  stands out for being 130 mm longer compared to the dimensions of the 2017 BMW 4 Coupe.Do you like the new generation size change? 👍 👎",Boot space: 440 liters.
